row_index,disease_code,disease_name
2438,2539,Ito Nevus
2439,2540,Actinic Reticuloid
2440,2541,Asplenia
2441,2542,Ivemark Ii
2442,2543,Ives Houston
2443,2544,Ivemark Iii
2444,2545,Ivic
2445,2546,Jabs Blaus
2446,2547,Arthritis Deforming
2447,2548,Jackson Ii
2448,2549,Jackson Barr
2449,2550,Focal Epilepsy
2450,2551,Pachyonychia Congenita
2451,2552,Jackson Weiss
2452,2553,Arthropathy Camptodactyly
2453,2554,Brachial Plexus Neuritis
2454,2555,Genital Oculo Oral
2455,2556,Linked Spondyloepiphyseal Dysplasia
2456,2557,Jacobsen Brodwall
2457,2558,Petrosphenoidal Carrefour
2458,2559,Alopecia Reflex
2459,2560,Epidermal Nevus
2460,2561,Pachyonychia Congenita  Ii
2461,2562,Polyostotic Fibrous Dysplasia
2462,2563,Jake Paralysis
2463,2564,Pseudoleukemic Anemia
2464,2565,Cone Rod Dystrophy
2465,2566,Jamaican Vomiting Sickness
2466,2567,Disabling Positional Vertigo
2467,2568,Spondylometaphyseal Dysostosis
2468,2569,Amaurotic Idiocylate Infantile Type
2469,2570,Myoclonic Epilepsy Juvenile
2470,2571,Paraneoplastic Thrombocytopenic Purpura
2471,2572,Costovertebral Dysostosis
2472,2573,Internuclear Ophthalmoplegia
2473,2574,Jejunitis Chronic Ulcerative
2474,2575,Opticoacoustic Nerve Atrophy Dementia
2475,2576,Early Familial Cerebellar Degeneration
2476,2577,Lymphocytic Benign Skin Infiltration
2477,2578,Infantile Thoracic Dystrophy
2478,2579,Jeune Tommasi
2479,2580,Granulomatous Disease Variant
2480,2581,Johanson Blizzard
2481,2582,Johnson Neuroectodermal
2482,2583,Nicotinic Acid Deficiency Encephalopathy
2483,2584,Fibrous Jaw Dysplasia
2484,2585,Familial Cerebellar Vermis Agenesis
2485,2586,Vesicovaginal Postcesarean Fistula
2486,2587,Orocraniodigital
2487,2588,Juberg Marsidi
2488,2589,Juhlin Michalsson
2489,2590,Jumper Knee
2490,2591,Jung
2491,2592,Macula Senile Disciform Degeneration
2492,2593,Macula Senile Disciform Degeneration
2493,2594,Juvenile Xanthogranuloma
2494,2595,Kabuki Make Up
2495,2596,Flecked Retina
2496,2597,Atrophoderma Pigmentosum
2497,2598,Eczema Herpeticum
2498,2599,Lupus Panniculitis
2499,2600,Karsch Neugenbauer
2500,2601,Karyomegalic Interstitial Nephritis
2501,2602,Osteochondrorthrosis Deformans Endemica
2502,2603,Kaufman
2503,2604,Kaufman Mckusick
2504,2605,Herman
2505,2606,Angina Pectoris Normal Arteries
2506,2607,Keratitis Fugax Hereditaria
2507,2608,Keratoderma Palmo Plantar Clinodactyly
2508,2609,Keratoderma Palmo Plantar Deafness
2509,2610,Keratoderma Palmo Plantar And Gingival
2510,2611,Keratosis Pilaris Decalvans
2511,2612,Nuclear Jaundice
2512,2613,Penta X
2513,2614,Keutel
2514,2615,Kid
2515,2616,Kidney Arteriovenous Fistula
2516,2617,Kifafa Seizures
2517,2618,Necrotizing Subacute Cervical Lymphoadenitis
2518,2619,King Denborough
2519,2620,Kingston
2520,2621,Dancing Eye
2521,2622,Periodic Thyrotoxic Paralysis
2522,2623,Kjer Optic Atrophy
2523,2624,Bulimia Hypersomnia
2524,2625,Klinefelter
2525,2626,Brevicollis
2526,2627,Klippel Trenaunay Weber
2527,2628,Temporal Lobectomy Behavior
2528,2629,Knee Joint Internal Derangement
2529,2630,Kniest
2530,2631,Lipoatrophic Diabetes
2531,2632,Kocher Debre Semelaigne
2532,2633,Acantholysis Bullosa
2533,2634,Arthrolithiasis Knee
2534,2635,Ileocecal Valve
2535,2636,Diaphragmatic Obstetric Paralysis
2536,2638,Cutaneo Intestinal
2537,2639,Kohlschutter
2538,2640,Kok
2539,2641,Konigsmark
2540,2642,Korean Hemorrhagic Fever
2541,2643,Epilepsia Partialis Continua
2542,2644,Spondylometaphyseal Dysplasia
2543,2645,Krabbe I Infantile
2544,2646,Suppurative Scleritis
2545,2647,Encephalo Ophthalmic Dysplasia
2546,2648,Short Limb Dwarfism
2547,2649,Opticomalacia Atherosclerotica
2548,2650,Traumatic Fronto Basal
2549,2651,Cerebrocardiac
2550,2652,Ovary Carcinoma Mucocellulare
2551,2653,Kuess
2552,2654,Ceroid Lipofuscinosis
2553,2655,Chlorpromazine Toxicity
2554,2656,Osteoporotic Vertebra Collapse
2555,2657,Arthrogryposis Variant
2556,2658,Benign Chronic Neutropenia
2557,2659,Hyperkeratosis Follicularis Penetrans
2558,2660,Acrodefects Gingival Fibromatosis
2559,2661,Vertigo Paroxysmal
2560,2662,Lactate Dehydrogenase Deficiency
2561,2663,Lacunar
2562,2664,Duodenal Stenosis
2563,2665,Bile Duct Atresia
2564,2666,Alcoholic Cirrhosis
2565,2667,Myoclonus Epilepsy
2566,2668,Persecution Victim
2567,2669,Lambert
2568,2670,Lambotte
2569,2671,Intention Myoclonus
2570,2672,Palmoplantar Erythema
2571,2673,Mesomelic Dwarfism Langer
2572,2674,Acrodysplasia V
2573,2675,Achondrogenesis Type Ii
2574,2676,Myogelosis
2575,2677,Lanzieri Craniofacial Malformation
2576,2678,Growth Hormone Insensitivity
2577,2679,Laryngeal Neuralgia Superior
2578,2680,Persecution Mania
2579,2681,Amblyopic Hysteric Paralysis
2580,2682,Folie A Deux
2581,2683,Lateral Sinus Thrombosis
2582,2684,Lathyrism
2583,2685,Laubry Pezzi
2584,2686,Acromegaloid Gigantism
2585,2687,Fibrochondrogenesis
2586,2688,Lazy Leukocyte
2587,2689,Leaking Duodenal Stump
2588,2690,Leber Ii
2589,2691,Leber Miliary Aneurysms
2590,2692,Plantar Fibromatosis
2591,2693,Erythroderma Desquamativum
2592,2694,Lenegre
2593,2695,Lymphoma Lennert
2594,2696,Lennox Gastaut
2595,2697,Myoclonia Nystagmus
2596,2698,Hyperostotic Dwarfism
2597,2699,Lenz
2598,2700,Hyperoxaluria Adult
2599,2701,Hyperoxaluria Infantile
2600,2702,Leptomeningeal Adhesive Thickening
2601,2703,Leriche
2602,2704,Leri Pleonosteosis
2603,2705,Leri Weill Dyschondrosteosis
2604,2706,Allergic Vestibulitis
2605,2707,Mucolipidosis Ii
2606,2708,Dystrophia Pigmentosa
2607,2709,Lesch Nyhan
2608,2710,Leukocyte Adhesion Deficiency
2609,2711,Choreo Acanthocytosis
2610,2712,Levy Hollister
2611,2713,Lewandowsky Ii
2612,2714,Epidermodysplasia Verruciformis
2613,2715,Ocular Albinism
2614,2716,Leyden Ii
2615,2717,Femoral Dystrophy
2616,2718,Lhermitte Cornil Quesnel
2617,2719,Libman Sacks Endocarditis
2618,2720,Deafness Ataxia
2619,2721,Light Eruption Polymorphous
2620,2722,Lingua Nigra
2621,2723,Lipomatosis Multiple
2622,2724,Ulcus Vulve Acutum
2623,2725,Paralysis Of Dementia Paralytica
2624,2726,Tonsillar Herniation
2625,2727,Infantile Cerebral Diplegia
2626,2728,Liver Peliosis
2627,2729,Lobar Emphysema Congenital
2628,2730,Locked In Syndrome
2629,2731,Locked Lung
2630,2732,Pulmonary Eosinophilia Chronic
2631,2733,Myosclerosis Of Loewenthal
2632,2734,Loin Pain Hematuria
2633,2735,Pyruvate Dehydrogenase Complex Deficiency
2634,2736,Long Chain 3 Hydroxyacyl Coa Dehydrogenase Deficiency
2635,2737,Longer Leg
2636,2738,Long Thumb Brachydactyly
2637,2739,Mucosynechial Dermatitis
2638,2740,Ataxia Telangiectasia Syndrome I
2639,2741,Organic Aciduria
2640,2742,Leukodystrophy Adult Onset
2641,2743,Lower Leg Stasis
2642,2744,Lown Ganong Levine
2643,2745,Lowry
2644,2746,Lowry Wood
2645,2747,Essential Hyponatremia
2646,2748,Male Pseudohermaphroditism
2647,2749,Parapharyngeal Abscess
2648,2750,Total Frontal Atrophy
2649,2751,Fever Dehydration
2650,2752,Pure Dehydration
2651,2753,Lundberg I
2652,2754,Lundberg Ii
2653,2755,Lutembacher
2654,2756,Elastosis Perforans Serpiginosa
2655,2757,Lutz Richner
2656,2758,Lyle
2657,2759,Lymphadenosis Benigna Orbitae
2658,2760,Lymphocytic Colitis
2659,2761,Lymphohistiocytosis Familial
2660,2762,Cancer Family
2661,2763,Lysosomal Glycogen Storage Disease Without Glucosidase Deficiency
2662,2764,Macroamylasemia
2663,2765,Carpus Curvus
2664,2766,Madida
2665,2767,Chondrodystrophy Hemangiomas
2666,2768,Short Rib Polydactyly
2667,2769,Male Climacteric
2668,2770,Pilomatrixoma
2669,2771,Malignant Hyperthermia
2670,2772,Acroangiodermatitis
2671,2773,Man In The Barrel
2672,2774,Manubriosternal
2673,2775,Maple Syrup
2674,2776,Marble Brain
2675,2777,Cyanosis In Schistosomiasis
2676,2778,Corpus Callosum Degeneration
2677,2779,Jaw Winking
2678,2780,Marden Walker
2679,2781,Marie Bamberg
2680,2782,Arnold Head
2681,2783,Vitamin A Intoxication
2682,2784,Hereditary Hypotrichosis
2683,2785,Marjolin Ulcer
2684,2786,Ophthalmodynia Hypertonica Copulationis
2685,2787,Dystonia Visual Failure
2686,2788,Ectodermal Dysplasia Atypical
2687,2789,Marshall Smith
2688,2790,Martsolf
2689,2791,Masseteric Hypertrophy Congenital Form
2690,2792,Benign Masseteric Hypertrophy
2691,2793,Massive Aspiration Fetale
2692,2794,Glomus Tumor Multiple
2693,2795,Maternally Inherited Sensorineural Deafness
2694,2796,Puerperal Mastitis
2695,2797,Articulo Oculo Cerebro Skeletal Dysplasia
2696,2798,Mediastinal Silicosis
2697,2799,Corneal Dystrophy Congenital Deafness
2698,2800,Syphilitic Erythema Nodosum
2699,2801,Mauriac P
2700,2802,Uterovaginal Hypoplasia
2701,2803,Urticarial Vasculitis
2702,2804,Osteitis Fibrosa Disseminata
2703,2805,Brachydactyly Type B
2704,2806,Achondroplasia Swiss Type
2705,2807,Proctalgia Fugax
2706,2808,Meadows
2707,2809,Meconium Aspiration
2708,2810,Dysencephalia Splanchnocystic
2709,2811,Meconium Plug
2710,2812,Juvenile Epithelial Dystrophy
2711,2813,Megasigmoid
2712,2814,Meige
2713,2815,Keratosis Palmoplantaris
2714,2816,Melkersson Rosenthal
2715,2817,Mende
2716,2818,Mendelson
2717,2819,Keratitis Rubra Figurata
2718,2820,Menkes Ii
2719,2821,Menopausal
2720,2822,Menstrual Period Unexplained Delay
2721,2823,Rolandic Vein Occlusion
2722,2824,Mesenteric Artery Superior
2723,2825,Mesial Temporal Lobe Epilepsy
2724,2826,Metachromatic Leukodystrophy Congenital
2725,2827,Metachromatic Leukodystrophy Late Infantile
2726,2828,Metachromatic Leukodystrophy Adult Form
2727,2829,Metachromatic Leukodystrophy Mld With Multiple Sulfatase Deficiency
2728,2830,Metatropic Dysplasia
2729,2831,Methylmalonic Acidemia
2730,2832,Paroxysmal Idiopathic Myoglobinuria
2731,2833,Michelin Tire Baby
2732,2834,Oculopalatoskeletal
2733,2835,Micromyomas Uteri
2734,2836,Micturition Syncope
2735,2837,Midline Granuloma
2736,2838,Acanthosis Nigricans Diabetes
2737,2839,Mietens Weber
2738,2840,Migraine
2739,2841,Ninth Day Erythema
2740,2842,Atrophia Alba
2741,2843,Miliary Hemangiomas Congenital
2742,2844,Milkman Loser
2743,2845,Millard Gubler
2744,2846,Lissencephaly I
2745,2847,Postaxial Acrofacial Dysostosis
2746,2848,Basilar Artery Insufficiency
2747,2849,Alkyl Mercury Poisoning
2748,2850,Mixed Sclerosing Bone Dysplasia
2749,2851,Myoneuro Gastrointestinal Encephalopathy
2750,2852,Hemiplegic Familial Migraine
2751,2853,Akinesia Algera
2752,2854,Central Hematomyelia
2753,2855,Retinopathy Mental Retardation
2754,2856,Mirror Pseudotoxemia
2755,2857,Mitochondrial Myopathy Benign Infantile
2756,2858,Mitochondrial Myopathy Cardiomiopathy Benign Infantile
2757,2859,Mitochondrial Myopathy Lethal Infantile
2758,2860,Mitral Valve Atresia
2759,2861,Hunter Glossitis
2760,2862,Moenckeberg
2761,2863,Progressive Spasm
2762,2864,Orofacial Digital Ii
2763,2865,Meningitis Benign Recurrent
2764,2866,Molybdenum Cofactor Deficiency
2765,2867,Monday Fever
2766,2868,Inner Ear Anomaly
2767,2869,Superficial Breast Phlebitis
2768,2870,Mondor Phlebitis Penis
2769,2871,Mountain Sickness Erythremic Type
2770,2872,Mongolian Blue Spots
2771,2873,Montreal Platelets
2772,2874,Dwarfism Stiff Joints Ocular Abnormalities
2773,2875,Moore Lightning Streaks
2774,2876,Abdominal Epilepsy
2775,2877,Ulcus Rodens Corneal
2776,2878,Hyperostosis Frontalis Interna
2777,2879,Morning Glory
2778,2880,Androgen Insensitivity
2779,2881,Short First Metatarsal
2780,2882,Metatarsalgia
2781,2883,Analgesic Paralysis
2782,2884,Moulded Baby
2783,2885,Sinusitis Bronchiectasis
2784,2886,Paroxysmal Dystonic Choreoathetosis
2785,2887,Moya Moya
2786,2888,Moynahan I
2787,2889,Moynahan Ii
2788,2890,Parapsoriasis Guttata
2789,2891,Muckle Wells
2790,2892,Myopathy Cushing
2791,2893,Multicentric Reticulohistiocytosis
2792,2894,Multicore Minicore Myopathy
2793,2895,Multifidus Triangle
2794,2896,Classic Men Ii A
2795,2897,Men Ii A
2796,2898,Men Ii B
2797,2899,Multiple Organ Failure
2798,2901,Murchison Pel Ebstein Fever
2799,2902,Presenile Ataxia Cerebellaris
2800,2903,Muscle Phosphoglycerate Mutase Deficiency
2801,2904,Muscle Phosphoglycerate Kinase Deficiency
2802,2905,Muscular Dystrophy Late Onset Distal Nonaka Type
2803,2906,Muscular Dystrophy Proximal Autosomal Dominant Late Onset Type
2804,2907,Musculoaponeurotic Fibromatosis
2805,2908,Myasthenia Congenital Epsilon Subunit Mutation
2806,2909,Myasthenia Grvis Transient Neonatal
2807,2910,Myasthenia Familial Limb Girdle
2808,2911,Myelocerebellar
2809,2912,Myelofibrosis
2810,2913,Myhre
2811,2914,Myopathy Congenital Fiber Type Disproportion
2812,2915,Myopathy X Linked Excessive Autophagy
2813,2916,Myositis Localized
2814,2917,Myotonic Fluctuans
2815,2918,Myotonic Generalized
2816,2919,Myotubular Myopathy
2817,2920,Myotubular Myopathy X Linked
2818,2921,Myxedema Coma
2819,2922,Myxedema Juvenile
2820,2923,Myxedema Madness
2821,2924,Myxedematous Cerebellar
2822,2925,Naegeli
2823,2926,Acrofacial Dysostosis
2824,2927,Najjar
2825,2928,Angioblastoma
2826,2929,Amyloid Corneal Deposits
2827,2930,Naked Stent
2828,2931,Nance Horan Man
2829,2932,Nance Horan Woman
2830,2933,Nance Sweeney
2831,2934,Narcolepsy Diabetogenic Hyperinsulinism
2832,2935,Keratosis Lichenoides Chronica
2833,2936,Acro Osteolysis
2834,2937,Nelson
2835,2938,Nemaline Myopathies Early Onset
2836,2939,Nemaline Myopathies Late Onset Type
2837,2940,Neocerebellar
2838,2941,Neonatal Hepatitis
2839,2942,Neonatal Lupus Erythematosus
2840,2943,Neoplastic Porphyria Cutanea Tarda
2841,2944,Nephritis Radiation
2842,2945,Nephrophthisis Familial Juvenile
2843,2946,Ichthyosiform Erythroderma Variant
2844,2947,Urticaria Perstans Hemorrhagica
2845,2948,Sex Linked Nystagmus
2846,2949,Megalocornea Mental Retardation
2847,2950,Gastroesophageal Reflux Infant
2848,2951,Neu Laxova
2849,2952,Pemphigus Vegetans
2850,2953,Neuritis Multiplex Cutanea
2851,2954,Neuritis Patellar Plexus
2852,2955,Neuroblastoma
2853,2956,Neurogenic Bladder
2854,2957,Neuropathy Hereditary Sensory Radicular
2855,2958,Neuropathy Serum
2856,2959,Neutropenia Immunoglobulin Abnormalities Familial Form
2857,2960,Neutropenia Immunoglobulin Abnormalities Non Familial Form
2858,2961,Neutropenia Newborn
2859,2962,Nevus Flammeus
2860,2963,Lymphopenia
2861,2964,Embolia Cutis Medicamentosa
2862,2965,Cataract Telangiectasia
2863,2966,Nielsen Jakobs
2864,2967,Exhaustive Psychosis
2865,2968,Niemann Pick Type Ia Acute Form
2866,2969,Niemann Pick Type Is Chronic Non Neuronopathic
2867,2970,Niemann Pick Type Ic
2868,2971,Niemann Pick Type Iia
2869,2972,Niemann Pick Type Iic
2870,2973,Niemann Pick Type Iid
2871,2974,Endochondral Dysostosis
2872,2975,Night Eating
2873,2976,Nocturnal Frequency In Women
2874,2977,Gangrenous Stomatitis
2875,2978,Nonketotic Hyperglycinemia
2876,2979,Borries Syndrome
2877,2980,Benign Hydrocephalus Syndrome
2878,2981,Congenital Elephantiasis
2879,2982,Elephantiasis Tarda
2880,2983,Noonan
2881,2984,Noonan Like Cherubism;Polyarticular Pigmented Villonodular Synovitis
2882,2985,Lcat Deficiency
2883,2986,Hereditary Male Pseudohermaphroditism
2884,2987,Numb Chin
2885,2988,Nutcracker
2886,2989,Nutritional Recovery
2887,2990,Nyssen Van Bogaert
2888,2991,Nystagmus Compensation
2889,2992,Observation Hip
2890,2993,Occipital Horn
2891,2994,Occupational Nosebleeds
2892,2995,Urofacial
2893,2996,Oculo Cerebello Tegmental
2894,2997,Oculo Dento Digital Dysplasia
2895,2998,Oculomelic Amyoplasia
2896,2999,Mannosidosis
2897,3000,Papulo Erythroderma Ofuji
2898,3001,Night Blindness Stationary
2899,3002,Ohaha
2900,3003,Okihiro
2901,3004,Oliver Mcfarlane
2902,3005,Olivopontocerebellar Atrophy X Linked
2903,3006,Reticuloendotheliosis
2904,3007,Omohyoid
2905,3008,Ophthalmia Sympathetic
2906,3009,Opsismodysplasia
2907,3010,Orbital Apex
2908,3011,Orbital Myositis
2909,3012,Organic Hyperinsulinism
2910,3013,Multiple Epiphyseal Dysplasia Tarda
2911,3014,Retroperitoneal Idiopathic Fibrosis
2912,3015,Orofacial Digital Iii
2913,3016,Orotic Aciduria I
2914,3017,Orthostatic Syncope
2915,3018,Ortner
2916,3019,Brachydactyly Type A 6
2917,3020,Tibial Tubercle Osteochondrosis
2918,3021,Ball Valve Gallstone
2919,3022,Osteoarthritis Hypertrophic Generalized
2920,3023,Osteogenesis Imperfecta Microcephaly Cataracts
2921,3024,Osteoglophonic Dwarfism
2922,3025,Osteomesopyknosis
2923,3026,Osteopathia Striata Cranial Stenosis
2924,3027,Amyloidosis Familial Visceral
2925,3028,Othello
2926,3029,Acetabular Protrusion
2927,3030,Cadmium Intoxication
2928,3031,Ovarian Failure Premature
2929,3032,Ovarian Hyperstimulation
2930,3033,Ovarian Hyperthecosis
2931,3034,Sharp
2932,3035,Oversuppression
2933,3036,Factor V Deficiency
2934,3037,5 Oxoprolinase Deficiency
2935,3038,5 Oxoprolinuria
2936,3039,Pacemaker
2937,3040,Pachydermoperiostosis Secondary
2938,3041,Tracheolaryngeal Trauma
2939,3043,Paget Juvenile
2940,3044,Effort Thrombosis
2941,3045,Ataxia Anemia Sideroblastic
2942,3046,Paine
2943,3047,Ataxia Telangiectasia Ii
2944,3048,Painful Heel
2945,3049,Palant
2946,3050,Palatal Myoclonus
2947,3051,Pallister Hall
2948,3052,Pallister Killian
2949,3053,Palsy Sixth Nerve Benign
2950,3054,Superior Pulmonary Sulcus
2951,3055,Pancreatic Pseudocysts
2952,3056,Pancreatometaphyseal
2953,3057,Panic Attack
2954,3058,Papillary Muscle Dysfunction
2955,3059,Periodontitis Keratosis Palmoplantaris
2956,3060,Orofacial Digital Dysostosis I
2957,3061,Paraspasm Bilateral
2958,3062,Parastremmatic Dysplasia
2959,3063,Achondrogenesis I
2960,3064,Adrenal Medullary Neuroblastoma
2961,3065,Parrot Pseudoparalysis
2962,3066,Hemifacial Atrophy
2963,3067,Partington
2964,3068,Atrophoderma Progressivum
2965,3069,Passwell
2966,3070,Patella Aplasia
2967,3071,Patello Femoral Excessive Lateral Pressure
2968,3072,Pseudoleprechaunism
2969,3073,Dermatopathic Lymphadenopathy
2970,3074,Pavor Nocturnus
2971,3075,Splenic Flexure
2972,3076,Marrow Pancreas
2973,3077,Aplasia Axialis Extracorticalis Congenita
2974,3078,Macrogenitosomia
2975,3079,Arthrogryposis Multiplex Congenita
2976,3080,Cerebro Oculo Facio Skeletal
2977,3081,Ernster Luft
2978,3082,May White
2979,3083,Cori Type  V Glycogenosis
2980,3084,Ebola Hemarrhagic Fever
2981,3085,Avian Influenza
2982,3086,Covid 19 Infection
2983,3087,Obstructive Sleep Apnea
2984,3088,Covid 19 Omicron
